"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"336","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung It would be nice if you could just take it back to a Samsung store!",FALSE,0,"sakitechonline",2022-03-27 23:45:22,FALSE,"1507906491763892228","1508228716622721028","1184733007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","digitalhomeboy",0,FALSE,FALSE,NA,NA
"337","@SamsungMobileUS @Samsung @SamsungMobile Samsung should be making a adapter to charge and listen to audio made spec… https://t.co/8TPz6HsTI6",FALSE,0,"SamsungMobileUS",2022-03-27 23:45:09,TRUE,NA,"1508228662054764551","14117843","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TechLoverbm91",0,FALSE,FALSE,NA,NA
"338","@Jimakos13 @Theta_Network @Samsung @partypoker @ResortsWorldLV @ONEChampionship Do we know dates?",FALSE,5,"Jimakos13",2022-03-27 23:43:39,FALSE,"1508223287679143938","1508228284995313668","78312299","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeCryptoLover1",0,FALSE,FALSE,NA,NA
"339","@scottearle In photography it means ""silhouetted objects visible in detail"" so really glad I bought a 4k HDR TV who… https://t.co/U0FuNRqPU7",FALSE,0,"scottearle",2022-03-27 23:42:05,TRUE,"1508226306617769984","1508227890206449666","18636728","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SFromley",0,FALSE,FALSE,NA,NA
"340","@Neil_Sarg @SamsungUK @SamsungMobile @SamsungMobileUS @SamsungUS @Samsung Beautiful &lt;3 https://t.co/jHnes7qCUE",FALSE,1,"Neil_Sarg",2022-03-27 23:39:12,FALSE,"1507047336874237964","1508227166785445896","1172476526769651716","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kay_kenshin",0,FALSE,FALSE,NA,NA
"341","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung They sent you something talking about iPhones?… https://t.co/BuYVDCG2u4",FALSE,0,"sakitechonline",2022-03-27 23:34:36,TRUE,"1507906491763892228","1508226010185183237","1184733007","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Grimm_Hatin",0,FALSE,FALSE,NA,NA
"342","@OMNISLASHVNCE @Chapman8tor @Rskyline @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung LMAOOOO GOTTEM 🤣🤣",FALSE,1,"OMNISLASHVNCE",2022-03-27 23:34:29,FALSE,"1508196356007120901","1508225978971086853","1384881983868837893","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ved_patel765",0,FALSE,FALSE,NA,NA
"343","@nuhcl @PredatorGaming @Samsung @Glorious @HyperX im tellin ya",FALSE,0,"nuhcl",2022-03-27 23:34:12,FALSE,"1508224758923419648","1508225906460041228","1341613877956468736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","datboiiidoe_",0,FALSE,FALSE,NA,NA
"344","@Reebhimself4 @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Apple still has crap services, fe… https://t.co/20EsQ46uRt",FALSE,0,"Reebhimself4",2022-03-27 23:34:11,TRUE,"1508192918338691081","1508225903482253314","1425159672324100105","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SnakepitYt",0,FALSE,FALSE,NA,NA
"345","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung This is why I don’t F with Samsung anymore!",FALSE,0,"sakitechonline",2022-03-27 23:31:07,FALSE,"1507906491763892228","1508225133537857536","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarolinaBluCrab",0,FALSE,FALSE,NA,NA
"346","@bornonjuly4 @Samsung They have a “store” - $49 a year for unlimited museum access.",FALSE,3,"bornonjuly4",2022-03-27 23:30:36,FALSE,"1508222366278729735","1508225000276471809","14449009","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clagett",0,FALSE,FALSE,NA,NA
"347","@samsunguk @Samsung @SamsungMobile @SamsungNewsroom Zero replies to my complaint tweets. Disgraceful service.",FALSE,1,"martynkelly",2022-03-27 23:30:16,FALSE,"1502197352454668292","1508224918240088073","18580891","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martynkelly",0,FALSE,FALSE,NA,NA
"348","@datboiiidoe_ @PredatorGaming @Samsung @Glorious @HyperX the baby wipes are a necessity.",FALSE,1,"datboiiidoe_",2022-03-27 23:29:38,FALSE,"1508158416463839234","1508224758923419648","1292857001710620674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nuhcl",0,FALSE,FALSE,NA,NA
"349","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Haha buy huawei then",FALSE,0,"sakitechonline",2022-03-27 23:26:24,FALSE,"1507906491763892228","1508223943450443777","1184733007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WongDes60267366",0,FALSE,FALSE,NA,NA
"350","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Hahahahahahahahha AND THIS IS WHY APPLE IS THE BEST !!!!",FALSE,0,"sakitechonline",2022-03-27 23:24:48,FALSE,"1507906491763892228","1508223542390837249","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KlaudRoz",0,FALSE,FALSE,NA,NA
"351","Incoming #nft drop on @Theta_Network :

- @Samsung

-@partypoker 

-@ResortsWorldLV 

-@ONEChampionship 

#theta… https://t.co/iXvyAhGOS1",FALSE,76,NA,2022-03-27 23:23:47,TRUE,NA,"1508223287679143938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jimakos13",29,FALSE,FALSE,NA,NA
"352","@Clagett @Samsung Are these NFTs",FALSE,2,"Clagett",2022-03-27 23:21:46,FALSE,"1508068399854858243","1508222780290093062","18834851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shotz018",0,FALSE,FALSE,NA,NA
"353","@SamsungMobileUS @Samsung @SamsungMobile Ridiculous how you are removing Headphone Jack from devices but don't even… https://t.co/vmJe5P85zn",FALSE,0,"SamsungMobileUS",2022-03-27 23:20:13,TRUE,NA,"1508222389208993792","14117843","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TechLoverbm91",0,FALSE,FALSE,NA,NA
"354","@Clagett @Samsung Are these stock art images?",FALSE,0,"Clagett",2022-03-27 23:20:08,FALSE,"1508068399854858243","1508222366278729735","18834851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bornonjuly4",0,FALSE,FALSE,NA,NA
"355","@Clagett @Samsung Very cool!",FALSE,1,"Clagett",2022-03-27 23:19:43,FALSE,"1508068399854858243","1508222260905136128","18834851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bornonjuly4",0,FALSE,FALSE,NA,NA
"356","@brial88 @JonJlydiatt @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung No, apple is different 
it's even fucking worse",FALSE,4,"brial88",2022-03-27 23:07:57,FALSE,"1507979715096850437","1508219301098049537","1344113264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LegoshiPecs",0,FALSE,FALSE,NA,NA
"357","@JonJlydiatt @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Apples even worse do not do that,… https://t.co/7Pv8gYLjGD",FALSE,1,"JonJlydiatt",2022-03-27 23:07:36,TRUE,"1507971637332873216","1508219213349105675","1520726070","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LegoshiPecs",0,FALSE,FALSE,NA,NA
"358","@Twitter so when can we expect that yellow thing to be able to be turned to black as well?
You know black people la… https://t.co/7Rlfg1Rdno",FALSE,0,"Twitter",2022-03-27 22:58:11,TRUE,NA,"1508216844079046657","783214","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Edwintstanley",0,FALSE,FALSE,NA,NA
"359","@SamsungSupport @sakitechonline @SamsungMobile @SamsungUS @Samsung Oh please. Good luck with that. I was overcharge… https://t.co/Zw1Ak5aGDe",FALSE,2,"SamsungSupport",2022-03-27 22:57:14,TRUE,"1508065600807002112","1508216604168916993","18768513","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MooshMallow17",0,FALSE,FALSE,NA,NA
"360","@Clagett @Samsung We bought a @FrameSamsung in 2019. Favorite TV in the house. We’ll leave the Sony OLED in the Boa… https://t.co/hYkJjj8Ony",FALSE,1,"Clagett",2022-03-27 22:47:58,TRUE,"1508068399854858243","1508214274291748869","18834851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeWatson_VA",0,FALSE,FALSE,NA,NA
"361","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Wow shame on samsung",FALSE,0,"sakitechonline",2022-03-27 22:47:58,FALSE,"1507906491763892228","1508214270902870027","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RSupremeXx",0,FALSE,FALSE,NA,NA
"362","@jkecollins @ASB_YT @SamsungUK @Samsung @SamsungMobile They did mention the shutter lag, it's because the Ultra hav… https://t.co/193BEl6ty8",FALSE,0,"jkecollins",2022-03-27 22:44:22,TRUE,"1507644278012788738","1508213366980235264","1089498095837036545","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oliverash88",0,FALSE,FALSE,NA,NA
"363","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung I find this hard to believe or may be because I… https://t.co/Y9fJK8vuYg",FALSE,0,"sakitechonline",2022-03-27 22:15:54,TRUE,"1507906491763892228","1508206202160914437","1184733007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FakhirH52375081",0,FALSE,FALSE,NA,NA
"364","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Man Samsung is really an apple killer huh",FALSE,0,"sakitechonline",2022-03-27 22:14:16,FALSE,"1507906491763892228","1508205793753116681","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MudTrotter",0,FALSE,FALSE,NA,NA
"365","It's subtle but loving the Product Sans font on @Google keyboard.
(I'm on @Samsung Galaxy S20 Fan Edition, so I may… https://t.co/SGQMhMchJS",FALSE,0,NA,2022-03-27 22:12:49,TRUE,NA,"1508205426466181125",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","codenameCata",0,FALSE,FALSE,NA,NA
"366","@davidbaird88 @brial88 @JonJlydiatt @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung 150? Now i know you re just trolling",FALSE,0,"davidbaird88",2022-03-27 22:12:31,FALSE,"1508084173185114113","1508205351493066755","114656042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Secily20",0,FALSE,FALSE,NA,NA
"367","@sakitechonline @TechByBD @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Apple fully replaced my other old iPh… https://t.co/8HeHZgp5el",FALSE,0,"sakitechonline",2022-03-27 22:07:00,TRUE,"1507906491763892228","1508203963040079876","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsTylerJohnn",0,FALSE,FALSE,NA,NA
"368","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung They should fix this or sent you a new phone,no exuses ,shocking😱😱😱😱",FALSE,0,"sakitechonline",2022-03-27 22:03:03,FALSE,"1507906491763892228","1508202966855135239","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdrianoScotland",0,FALSE,FALSE,NA,NA
"369","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Asurion techs are the ones that do the repairs.… https://t.co/KC8kBlq8Ti",FALSE,0,"sakitechonline",2022-03-27 22:01:03,TRUE,"1507906491763892228","1508202466407587857","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheLeoKing96",0,FALSE,FALSE,NA,NA
"370","@SamsungSupport Hi, for the past 2 days I've been trying to purchase a washer/dryer set and a refrigerator and I ca… https://t.co/3x1opoYBBY",FALSE,0,"SamsungSupport",2022-03-27 21:56:13,TRUE,"1507839840552894472","1508201248662573061","18768513","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","indiralewis0525",0,FALSE,FALSE,NA,NA
"371","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung 😂😂😂 findmyiphone on samsung third party repairs … 😂😂😂",FALSE,0,"sakitechonline",2022-03-27 21:55:33,FALSE,"1507906491763892228","1508201083289616391","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snktheone",0,FALSE,FALSE,NA,NA
"372","@JonJlydiatt @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung What a brilliant your friend is❤️🥹🫶🏻",FALSE,1,"JonJlydiatt",2022-03-27 21:54:14,FALSE,"1507971637332873216","1508200748768759814","1520726070","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RashdiHaibat",0,FALSE,FALSE,NA,NA
"373","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung What do you expect when the company doesn’t do… https://t.co/8Lw0XE35cZ",FALSE,0,"sakitechonline",2022-03-27 21:51:34,TRUE,"1507906491763892228","1508200079513034761","1184733007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsnovum",0,FALSE,FALSE,NA,NA
"374","@SamsungSupport @sakitechonline @SamsungMobile @SamsungUS @Samsung Uh, Samsung maybe you weren't paying attention b… https://t.co/pIo2GPiPEg",FALSE,7,"SamsungSupport",2022-03-27 21:50:28,TRUE,"1508065600807002112","1508199802588172288","18768513","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zxybabydoll",0,FALSE,FALSE,NA,NA
"375","@wtfbubble @KymxAV @sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung I guess so, in US... In EU w… https://t.co/hJqkYeQgWc",FALSE,1,"wtfbubble",2022-03-27 21:49:45,TRUE,"1508168790734950408","1508199622304542720","223681834","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnthonyHeller01",0,FALSE,FALSE,NA,NA
